ID,Intracellular Robustness,Extracellular Robustness,Topological Robustness,Total Robustness
1689,0,0,0,0
1690,0.000609663,0.226190476,0.666666667,9.19E-05
1691,0.001066911,0.163265306,0.666666667,0.000116126
1692,0,0,0,0
1693,0.001016105,0.3,0.8,0.000243865
1694,0.001016105,0.221428571,0.8,0.000179996
1695,0,0,0,0
1696,0,0,0,0
1697,0,0,0,0
1698,0,0,0,0
1699,0,0,0,0
1700,0,0,0,0
1701,0.000203221,0.142857143,0.733333333,2.13E-05
1702,0.003454758,0.235294118,0.8,0.000650307
1703,0.003657979,0.359126984,0.8,0.001050943
1704,0.010567495,0.210851648,0.733333333,0.001633994
1705,0.000812884,0.205357143,0.8,0.000133545
1706,0.000762079,0.152380952,0.733333333,8.52E-05
1707,0.000152416,0.19047619,0.733333333,2.13E-05
1708,0.002946705,0.216748768,0.8,0.000510956
1709,0.003099121,0.281030445,0.8,0.000696758
1710,0.003353147,0.285714286,0.666666667,0.000638695
1711,0,0,0,0
1712,0,0,0,0
1713,0,0,0,0
1714,0,0,0,0
1715,0,0,0,0
1716,0,0,0,0
1717,0,0,0,0
1718,0,0,0,0
1719,0.000762079,0.361904762,0.6875,0.000189613
1720,0.001270132,0.32,0.875,0.000355637
1721,0.000558858,0.233766234,0.6875,8.98E-05
1722,0.001219326,0.327380952,0.8125,0.000324337
1723,0.001879795,0.231660232,0.875,0.00038104
1724,0.001371742,0.26984127,0.6875,0.00025448
1725,0.000304832,0.166666667,0.6875,3.49E-05
1726,0.000304832,0.285714286,0.6875,5.99E-05
1727,0,0,0,0
1728,0.002591068,0.268907563,0.75,0.000522568
1729,0.0028959,0.253132832,0.75,0.000549786
1730,0,0,0,0
1731,0,0,0,0
1732,0.000254026,0.285714286,0.6875,4.99E-05
1733,0.000203221,0.214285714,0.6875,2.99E-05
1734,0,0,0,0
1735,0,0,0,0
1736,0,0,0,0
1737,0,0,0,0
1738,0.004115226,0.289241623,0.75,0.000892721
1739,0.003759589,0.206563707,0.75,0.000582446
1740,0.002337042,0.195652174,0.875,0.000400091
1741,0.000558858,0.298701299,0.75,0.000125199
1742,0,0,0,0
1743,0.006553879,0.255813953,0.9375,0.001571788
1744,0.005995021,0.307506053,0.875,0.001613067
1745,0,0,0,0
1746,0,0,0,0
1747,0.000660468,0.21978022,0.75,0.000108868
1748,0.000660468,0.263736264,0.6875,0.000119755
1749,0,0,0,0
1750,0,0,0,0
1751,0,0,0,0
1752,0.000304832,0.166666667,0.6875,3.49E-05
1753,0.007214347,0.250503018,0.875,0.001581314
1754,0.007824011,0.319109462,0.75,0.001872537
1755,0,0,0,0
1756,0,0,0,0
1757,0,0,0,0
1758,0,0,0,0
1759,0,0,0,0
1760,0,0,0,0
1761,0.002133821,0.275510204,0.75,0.000440917
1762,0.002387847,0.282674772,0.75,0.000506238
1763,0,0,0,0
1764,0,0,0,0
1765,0,0,0,0
1766,0,0,0,0
1767,0,0,0,0
1768,0,0,0,0
1769,0,0,0,0
1770,0.000609663,0.238095238,0.6875,9.98E-05
1771,0.000609663,0.214285714,0.6875,8.98E-05
1772,0,0,0,0
1773,0,0,0,0
1774,0,0,0,0
1775,0,0,0,0
1776,0,0,0,0
1777,0.002692679,0.274932615,0.75,0.000555229
1778,0.002692679,0.23180593,0.75,0.000468134
1779,0,0,0,0
1780,0,0,0,0
1781,0,0,0,0
1782,0,0,0,0
1783,0.000863689,0.25210084,0.6875,0.000149694
1784,0.000609663,0.226190476,0.6875,9.48E-05
1785,0,0,0,0
1786,0,0,0,0
1787,0,0,0,0
1788,0.001320937,0.230769231,0.8125,0.000247676
1789,0.000152416,0.19047619,0.6875,2.00E-05
1790,0,0,0,0
1791,0.005080526,0.29,0.9375,0.001381268
1792,0.003759589,0.254826255,0.8125,0.000778409
1793,0,0,0,0
1794,0.001473353,0.18226601,0.75,0.000201407
1795,0,0,0,0
1796,0,0,0,0
1797,0.000406442,0.232142857,0.75,7.08E-05
1798,0,0,0,0
1799,0,0,0,0
1800,0.002286237,0.358730159,0.875,0.000717624
1801,0.001625768,0.258928571,0.75,0.000315718
1802,0,0,0,0
1803,0.001168521,0.223602484,0.8125,0.000212293
1804,0.000355637,0.142857143,0.75,3.81E-05
1805,0,0,0,0
1806,0.000355637,0.183673469,0.6875,4.49E-05
1807,0.005029721,0.252525253,0.875,0.001111365
1808,0.005842605,0.331677019,0.75,0.001453393
1809,0,0,0,0
1810,0,0,0,0
1811,0,0,0,0
1812,0,0,0,0
1813,0.001473353,0.24137931,0.75,0.000266728
1814,0.001270132,0.342857143,0.6875,0.000299388
1815,0,0,0,0
1816,0.002438653,0.25,0.75,0.000457247
1817,0.002184626,0.252491694,0.75,0.0004137
1818,0.000609663,0.25,0.6875,0.000104786
1819,0.002133821,0.292517007,0.875,0.000546157
1820,0.000609663,0.273809524,0.6875,0.000114765
1821,0,0,0,0
1822,0.000558858,0.220779221,0.6875,8.48E-05
1823,0.000508053,0.257142857,0.6875,8.98E-05
1824,0,0,0,0
1825,0,0,0,0
1826,0,0,0,0
1827,0.002794289,0.25974026,0.75,0.000544342
1828,0.002235432,0.253246753,0.75,0.000424587
1829,0,0,0,0
1830,0,0,0,0
1831,0,0,0,0
1832,0,0,0,0
1833,0,0,0,0
1834,0,0,0,0
1835,0,0,0,0
1836,0.000304832,0.238095238,0.6875,4.99E-05
1837,0.000304832,0.214285714,0.6875,4.49E-05
1838,0,0,0,0
1839,0,0,0,0
1840,0,0,0,0
1841,0,0,0,0
1842,0.000355637,0.285714286,0.6875,6.99E-05
1843,0.000812884,0.258928571,0.875,0.000184169
1844,0.000558858,0.311688312,0.6875,0.000119755
1845,0.000406442,0.142857143,0.6875,3.99E-05
1846,0.003403953,0.247334755,0.875,0.000736676
1847,0.004166032,0.304878049,0.75,0.000952599
1848,0.001168521,0.217391304,0.8125,0.000206396
1849,0.002692679,0.291105121,0.875,0.000685871
1850,0.001524158,0.271428571,0.6875,0.000284419
1851,0,0,0,0
1852,0.000609663,0.25,0.75,0.000114312
1853,0.000711274,0.244897959,0.6875,0.000119755
1854,0.002083016,0.222996516,0.75,0.000348379
1855,0,0,0,0
1856,0,0,0,0
1857,0.004166032,0.294425087,0.9375,0.001149923
1858,0.002641874,0.28021978,0.8125,0.000601498
1859,0,0,0,0
1860,0.006299853,0.232718894,0.8125,0.001191202
1861,0.000101611,0.357142857,0.6875,2.49E-05
1862,0,0,0,0
1863,0.001371742,0.227513228,0.8125,0.000253573
1864,0.000203221,0.178571429,0.6875,2.49E-05
1865,0,0,0,0
1866,0.0009653,0.263157895,0.875,0.000222273
1867,0.000457247,0.285714286,0.75,9.80E-05
1868,0,0,0,0
1869,0.0028959,0.275689223,0.75,0.000598776
1870,0,0,0,0
1871,0,0,0,0
1872,0.001168521,0.329192547,0.8125,0.000312543
1873,0.001778184,0.269387755,0.875,0.000419143
1874,0.001778184,0.330612245,0.6875,0.000404174
1875,0,0,0,0
1876,0.000660468,0.252747253,0.6875,0.000114765
1877,0.000711274,0.183673469,0.6875,8.98E-05
1878,0.001320937,0.252747253,0.6875,0.000229531
1879,0.002997511,0.300242131,0.875,0.000787482
1880,0.001117716,0.311688312,0.6875,0.000239511
1881,0,0,0,0
1882,0.002997511,0.254237288,0.75,0.000571559
1883,0.002337042,0.288819876,0.75,0.000506238
1884,0.000812884,0.267857143,0.6875,0.000149694
1885,0.000711274,0.265306122,0.6875,0.000129735
1886,0,0,0,0
1887,0.0028959,0.280701754,0.75,0.000609663
1888,0.002641874,0.277472527,0.75,0.000549786
1889,0,0,0,0
1890,0,0,0,0
1891,0.001270132,0.262857143,0.75,0.000250397
1892,0.001422547,0.25,0.6875,0.0002445
1893,0.001676574,0.225108225,0.8125,0.000306646
1894,0.003657979,0.28968254,0.875,0.000927196
1895,0.002337042,0.369565217,0.6875,0.000593786
1896,0.000914495,0.158730159,0.6875,9.98E-05
1897,0.004318447,0.255462185,0.875,0.0009653
1898,0.004978916,0.316326531,0.75,0.001181222
1899,0.010211858,0.23169865,0.875,0.002070314
1900,0.001016105,0.264285714,0.75,0.000201407
1901,0,0,0,0
1902,0.008738505,0.294850498,0.9375,0.002415518
1903,0.005537774,0.292267366,0.8125,0.00131504
1904,0,0,0,0
1905,0,0,0,0
1906,0,0,0,0
1907,0,0,0,0
1908,0,0,0,0
1909,0,0,0,0
1910,0,0,0,0
1911,0,0,0,0
1912,0.0009653,0.323308271,0.666666667,0.00020806
1913,0.000914495,0.277777778,0.666666667,0.000169351
1914,0.000152416,0.142857143,0.733333333,1.60E-05
1915,0.001320937,0.247252747,0.8,0.000261284
1916,0.001727379,0.306722689,0.666666667,0.000353218
1917,0,0,0,0
1918,0,0,0,0
1919,0,0,0,0
1920,0,0,0,0
1921,0,0,0,0
1922,0,0,0,0
1923,0,0,0,0
1924,0,0,0,0
1925,0,0,0,0
1926,0,0,0,0
1927,0,0,0,0
1928,0,0,0,0
1929,0,0,0,0
1930,0.002438653,0.288690476,0.8,0.000563213
1931,0.002235432,0.211038961,0.8,0.000377411
1932,0.004216837,0.180722892,0.733333333,0.000558858
1933,0,0,0,0
1934,0,0,0,0
1935,0.001981405,0.249084249,0.8,0.000394829
1936,5.08E-05,0.142857143,0.666666667,4.84E-06
1937,0,0,0,0
1938,0,0,0,0
1939,0,0,0,0
1940,0,0,0,0
1941,0,0,0,0
1942,0,0,0,0
1943,0,0,0,0
1944,0.000101611,0.142857143,0.733333333,1.06E-05
1945,0.004420058,0.246305419,0.8,0.000870947
1946,0.004623279,0.367346939,0.8,0.001358678
1947,0,0,0,0
1948,0,0,0,0
1949,0,0,0,0
1950,0,0,0,0
1951,0,0,0,0
1952,0,0,0,0
1953,0,0,0,0
1954,0,0,0,0
1955,0,0,0,0
1956,0,0,0,0
1957,0,0,0,0
1958,0,0,0,0
1959,0,0,0,0
1960,0,0,0,0
1961,0,0,0,0
1962,0,0,0,0
1963,0,0,0,0
1964,0,0,0,0
1965,0,0,0,0
1966,0.000508053,0.185714286,0.666666667,6.29E-05
1967,0.001117716,0.168831169,0.666666667,0.000125804
1968,0,0,0,0
1969,0.000406442,0.232142857,0.666666667,6.29E-05
1970,0.000558858,0.311688312,0.666666667,0.000116126
1971,0,0,0,0
1972,0,0,0,0
1973,0,0,0,0
1974,0,0,0,0
1975,0,0,0,0
1976,0,0,0,0
1977,0,0,0,0
1978,0,0,0,0
1979,0,0,0,0
1980,0.003403953,0.198294243,0.8,0.000539987
1981,0,0,0,0
1982,0,0,0,0
1983,0.005080526,0.212857143,0.8,0.000865141
1984,0.000101611,0.214285714,0.6,1.31E-05
1985,0,0,0,0
1986,0.003251537,0.180803571,0.733333333,0.000431119
1987,0,0,0,0
1988,0,0,0,0
1989,0.001219326,0.25,0.733333333,0.000223543
1990,0,0,0,0
1991,0,0,0,0
1992,0.002489458,0.27696793,0.733333333,0.000505633
1993,0,0,0,0
1994,0,0,0,0
1995,0.001473353,0.236453202,0.8,0.000278703
1996,0.000508053,0.157142857,0.8,6.39E-05
1997,0.000762079,0.142857143,0.666666667,7.26E-05
1998,0.000355637,0.142857143,0.733333333,3.73E-05
1999,0.001168521,0.217391304,0.8,0.000203221
2000,0.0019306,0.330827068,0.666666667,0.000425796
2001,0,0,0,0
2002,0,0,0,0
2003,0,0,0,0
2004,0,0,0,0
2005,0,0,0,0
2006,0,0,0,0
2007,0,0,0,0
2008,0.000508053,0.271428571,0.666666667,9.19E-05
2009,0.000508053,0.328571429,0.666666667,0.000111288
2010,0,0,0,0
2011,0.001016105,0.242857143,0.666666667,0.000164512
2012,0.000609663,0.321428571,0.666666667,0.000130642
2013,0,0,0,0
2014,0,0,0,0
2015,0,0,0,0
2016,0,0,0,0
2017,0,0,0,0
2018,0,0,0,0
2019,0,0,0,0
2020,0.000609663,0.19047619,0.666666667,7.74E-05
2021,0.000406442,0.214285714,0.666666667,5.81E-05
2022,0,0,0,0
2023,0.000406442,0.178571429,0.666666667,4.84E-05
2024,0.000508053,0.185714286,0.666666667,6.29E-05
2025,0,0,0,0
2026,0,0,0,0
2027,0,0,0,0
2028,0,0,0,0
2029,0,0,0,0
2030,0,0,0,0
2031,0,0,0,0
2032,0,0,0,0
2033,0,0,0,0
2034,0,0,0,0
2035,0.000914495,0.19047619,0.8,0.000139352
2036,0.0009653,0.270676692,0.8,0.000209027
2037,0.000101611,0.142857143,0.733333333,1.06E-05
2038,0.001016105,0.242857143,0.733333333,0.000180963
2039,0.001066911,0.367346939,0.666666667,0.000261284
2040,0.000812884,0.142857143,0.733333333,8.52E-05
2041,0.0019306,0.240601504,0.8,0.000371604
2042,0.001981405,0.322344322,0.666666667,0.000425796
2043,0,0,0,0
2044,0,0,0,0
2045,0,0,0,0
2046,0.006909516,0.204831933,0.733333333,0.001037879
2047,0,0,0,0
2048,0,0,0,0
2049,0.002032211,0.217857143,0.8,0.000354185
2050,0.000406442,0.196428571,0.666666667,5.32E-05
2051,0.000254026,0.171428571,0.666666667,2.90E-05
2052,0.005842605,0.21863354,0.8,0.001021912
2053,0.000660468,0.186813187,0.733333333,9.05E-05
2054,0.000558858,0.181818182,0.666666667,6.77E-05
2055,0.003556368,0.248979592,0.8,0.00070837
2056,0.000101611,0.142857143,0.6,8.71E-06
2057,0,0,0,0
2058,0.000914495,0.246031746,0.733333333,0.000164996
2059,0,0,0,0
2060,0,0,0,0
2061,0.002591068,0.274509804,0.733333333,0.000521601
2062,0,0,0,0
2063,0,0,0,0
2064,0.000101611,0.142857143,0.733333333,1.06E-05
2065,0.001219326,0.208333333,0.8,0.000203221
2066,0.001828989,0.313492063,0.8,0.000458699
2067,0,0,0,0
2068,0,0,0,0
2069,0,0,0,0
2070,0,0,0,0
2071,0.002184626,0.282392027,0.8,0.000493537
2072,0.001473353,0.315270936,0.8,0.000371604
2073,0,0,0,0
2074,0.001270132,0.245714286,0.8,0.000249672
2075,0.001320937,0.236263736,0.8,0.000249672
2076,0,0,0,0
2077,0,0,0,0
2078,0,0,0,0
2079,0,0,0,0
2080,0.000660468,0.175824176,0.666666667,7.74E-05
2081,0.000508053,0.257142857,0.666666667,8.71E-05
2082,0,0,0,0
2083,0,0,0,0
2084,0,0,0,0
2085,0.000406442,0.142857143,0.733333333,4.26E-05
2086,0.003353147,0.251082251,0.8,0.000673533
2087,0.0028959,0.388471178,0.8,0.000899979
2088,0.000558858,0.142857143,0.733333333,5.85E-05
2089,0.002083016,0.233449477,0.8,0.000389023
2090,0.002489458,0.27696793,0.8,0.0005516
2091,0.007824011,0.210575139,0.733333333,0.001208198
2092,0,0,0,0
2093,0,0,0,0
2094,0.003048316,0.25952381,0.8,0.000632888
2095,0.001117716,0.168831169,0.733333333,0.000138384
2096,0.000355637,0.204081633,0.666666667,4.84E-05
2097,0,0,0,0
2098,0,0,0,0
2099,0,0,0,0
2100,0,0,0,0
2101,0,0,0,0
2102,0,0,0,0
2103,0,0,0,0
2104,0,0,0,0
2105,0,0,0,0
2106,0,0,0,0
2107,0,0,0,0
2108,0.000457247,0.19047619,0.714285714,6.22E-05
2109,0.000609663,0.285714286,0.714285714,0.000124421
2110,0,0,0,0
2111,0.000355637,0.224489796,0.714285714,5.70E-05
2112,0.000457247,0.253968254,0.714285714,8.29E-05
2113,0,0,0,0
2114,0.007366763,0.21182266,0.857142857,0.001337526
2115,0.000914495,0.23015873,0.714285714,0.000150342
2116,0,0,0,0
2117,0.003149926,0.232718894,0.857142857,0.000628326
2118,0.001219326,0.291666667,0.714285714,0.000254026
2119,0,0,0,0
2120,0,0,0,0
2121,0.000558858,0.220779221,0.714285714,8.81E-05
2122,0.000558858,0.25974026,0.714285714,0.000103684
2123,0,0,0,0
2124,0.000812884,0.294642857,0.714285714,0.000171079
2125,0.000812884,0.3125,0.714285714,0.000181447
2126,0,0,0,0
2127,0,0,0,0
2128,0,0,0,0
2129,0,0,0,0
2130,0,0,0,0
2131,0,0,0,0
2132,0,0,0,0
2133,0,0,0,0
2134,0,0,0,0
2135,0,0,0,0
2136,0,0,0,0
2137,0,0,0,0
2138,0,0,0,0
2139,0,0,0,0
2140,0,0,0,0
2141,0.005944216,0.230769231,0.714285714,0.000979816
2142,0,0,0,0
2143,0,0,0,0
2144,0.007773205,0.225957049,0.714285714,0.001254579
2145,0,0,0,0
2146,0,0,0,0
2147,0.007112737,0.251020408,0.857142857,0.001530379
2148,0.002083016,0.219512195,0.785714286,0.000359266
2149,0,0,0,0
2150,0.002235432,0.266233766,0.714285714,0.000425105
2151,0,0,0,0
2152,0,0,0,0
2153,0.003810395,0.272380952,0.714285714,0.000741342
2154,0,0,0,0
2155,0,0,0,0
2156,0.002997511,0.338983051,0.857142857,0.000870948
2157,0.001879795,0.27027027,0.785714286,0.000399184
2158,0,0,0,0
2159,0,0,0,0
2160,0,0,0,0
2161,0,0,0,0
2162,0,0,0,0
2163,0.000508053,0.214285714,0.714285714,7.78E-05
2164,0.000558858,0.220779221,0.714285714,8.81E-05
2165,0,0,0,0
2166,0.000711274,0.224489796,0.714285714,0.000114053
2167,0.000660468,0.263736264,0.714285714,0.000124421
2168,0,0,0,0
2169,0.000762079,0.257142857,0.714285714,0.000139974
2170,0.001016105,0.257142857,0.714285714,0.000186632
2171,0,0,0,0
2172,0.000711274,0.265306122,0.714285714,0.00013479
2173,0.000812884,0.267857143,0.714285714,0.000155526
2174,0,0,0,0
2175,0,0,0,0
2176,0,0,0,0
2177,0.010211858,0.228855721,0.857142857,0.002003179
2178,0.001016105,0.271428571,0.714285714,0.000197
2179,0,0,0,0
2180,0.004724889,0.222734255,0.714285714,0.00075171
2181,5.08E-05,0.142857143,0.571428571,4.15E-06
2182,0.003200732,0.278911565,0.714285714,0.000637658
2183,0.007011126,0.224637681,0.714285714,0.001124974
2184,0,0,0,0
2185,0.004369253,0.255813953,0.857142857,0.000958042
2186,0.000812884,0.276785714,0.714285714,0.00016071
2187,0,0,0,0
2188,0.001016105,0.271428571,0.714285714,0.000197
2189,0,0,0,0
2190,0,0,0,0
2191,0,0,0,0
2192,0,0,0,0
2193,0,0,0,0
2194,0,0,0,0
2195,0,0,0,0
2196,0.001574963,0.294930876,0.785714286,0.000364968
2197,0.004978916,0.293002915,0.857142857,0.001250432
2198,0,0,0,0
2199,0.001117716,0.266233766,0.785714286,0.000233808
2200,0.011024742,0.233706386,0.857142857,0.002208474
2201,0,0,0,0
2202,0,0,0,0
2203,0,0,0,0
2204,0.000355637,0.142857143,0.666666667,3.39E-05
2205,0.000406442,0.160714286,0.666666667,4.35E-05
2206,0,0,0,0
2207,0,0,0,0
2208,0,0,0,0
2209,0,0,0,0
2210,0,0,0,0
2211,0,0,0,0
2212,0,0,0,0
2213,0.001168521,0.161490683,0.8,0.000150964
2214,0.000203221,0.142857143,0.666666667,1.94E-05
2215,0.000203221,0.178571429,0.666666667,2.42E-05
2216,0,0,0,0
2217,0,0,0,0
2218,0,0,0,0
2219,0,0,0,0
2220,0,0,0,0
2221,0,0,0,0
2222,0,0,0,0
2223,0,0,0,0
2224,0,0,0,0
2225,0,0,0,0
2226,0,0,0,0
2227,0,0,0,0
2228,0.000101611,0.142857143,0.666666667,9.68E-06
2229,0.000152416,0.142857143,0.666666667,1.45E-05
2230,0,0,0,0
2231,0.000609663,0.154761905,0.666666667,6.29E-05
2232,0.000508053,0.185714286,0.666666667,6.29E-05
2233,0,0,0,0
2234,0,0,0,0
2235,0,0,0,0
2236,0,0,0,0
2237,0,0,0,0
2238,0,0,0,0
2239,0,0,0,0
2240,0.000812884,0.142857143,0.8,9.29E-05
2241,0.000609663,0.166666667,0.666666667,6.77E-05
2242,0.000508053,0.185714286,0.666666667,6.29E-05
2243,0,0,0,0
2244,0,0,0,0
2245,0.000406442,0.196428571,0.8,6.39E-05
2246,0.000203221,0.142857143,0.666666667,1.94E-05
2247,0.000355637,0.163265306,0.666666667,3.87E-05
2248,0.001016105,0.142857143,0.8,0.000116126
2249,0.000355637,0.163265306,0.666666667,3.87E-05
2250,0.000304832,0.166666667,0.666666667,3.39E-05
2251,0,0,0,0
2252,0,0,0,0
2253,0,0,0,0
2254,0,0,0,0
2255,0,0,0,0
2256,0,0,0,0
2257,0.000152416,0.142857143,0.666666667,1.45E-05
2258,0.001016105,0.157142857,0.8,0.000127739
2259,0.000304832,0.166666667,0.666666667,3.39E-05
2260,0,0,0,0
2261,0,0,0,0
2262,0,0,0,0
2263,0.000558858,0.142857143,0.8,6.39E-05
2264,0.000914495,0.142857143,0.8,0.000104514
2265,0.000609663,0.142857143,0.8,6.97E-05
2266,0,0,0,0
2267,0.001727379,0.327731092,1,0.000566116
2268,0.004572474,0.241269841,0.888888889,0.000980622
2269,0.002743484,0.306878307,0.666666667,0.000561277
2270,0.002235432,0.243506494,0.666666667,0.000362895
2271,0.001016105,0.292857143,0.777777778,0.000231446
2272,0,0,0,0
2273,0,0,0,0
2274,0,0,0,0
2275,0.012955342,0.259383754,0.777777778,0.002613649
2276,0,0,0,0
2277,0.013107758,0.279069767,0.777777778,0.002845095
2278,0.001524158,0.247619048,0.777777778,0.000293542
2279,0,0,0,0
2280,0.003251537,0.279017857,0.666666667,0.000604825
2281,0.004369253,0.295681063,0.888888889,0.00114836
2282,0.001676574,0.255411255,0.666666667,0.000285477
2283,0,0,0,0
2284,0,0,0,0
2285,0,0,0,0
2286,0.0038612,0.244360902,0.666666667,0.000629018
2287,0.007112737,0.302040816,0.888888889,0.001909633
2288,0.001981405,0.238095238,0.666666667,0.000314509
2289,0,0,0,0
2290,0,0,0,0
2291,0.010059442,0.26984127,0.777777778,0.002111241
2292,0.004318447,0.282352941,1,0.001219326
2293,0.005029721,0.291486291,1,0.001466095
2294,0,0,0,0
2295,0.0009653,0.270676692,0.777777778,0.000203221
2296,0.001117716,0.24025974,0.777777778,0.000208866
2297,0.008941726,0.273538961,0.777777778,0.001902375
2298,0,0,0,0
2299,0.003454758,0.254201681,0.666666667,0.00058547
2300,0.004267642,0.275510204,0.666666667,0.000783853
2301,0.007976426,0.30300273,0.888888889,0.002148337
2302,0,0,0,0
2303,0.000186286,0.25974026,0.6875,3.33E-05
2304,0.000101611,0.214285714,0.6875,1.50E-05
2305,0.000169351,0.242857143,0.875,3.60E-05
2306,0.000626598,0.254826255,0.8125,0.000129735
2307,0.000152416,0.222222222,0.75,2.54E-05
2308,0.000880625,0.332417582,0.875,0.000256143
2309,0.000338702,0.264285714,0.6875,6.15E-05
2310,0,0,0,0
2311,0.000338702,0.235714286,0.6875,5.49E-05
2312,0,0,0,0
2313,0.000558858,0.186147186,0.75,7.80E-05
2314,0.000609663,0.317460317,0.75,0.000145158
2315,0.001253196,0.28957529,0.75,0.000272171
2316,0,0,0,0
2317,0.001134651,0.23880597,0.75,0.000203221
2318,0.000254026,0.314285714,0.8125,6.49E-05
2319,0.001473353,0.348111658,0.75,0.000384669
2320,0.001270132,0.215238095,0.875,0.000239208
2321,0,0,0,0
2322,0,0,0,0
2323,0,0,0,0
2324,0,0,0,0
2325,0.000169351,0.214285714,0.6875,2.49E-05
2326,0.000186286,0.324675325,0.6875,4.16E-05
2327,0.001320937,0.206959707,0.875,0.000239208
2328,0,0,0,0
2329,0.000626598,0.223938224,0.875,0.000122779
2330,0.000186286,0.142857143,0.6875,1.83E-05
2331,0.005503904,0.203076923,0.9375,0.001047859
2332,0.004724889,0.330773169,0.9375,0.001465187
2333,0.004436993,0.22955289,0.9375,0.000954867
2334,1.69E-05,0.142857143,0.5625,1.36E-06
2335,0.003607174,0.29778672,0.9375,0.001007033
2336,0.000677404,0.246428571,0.8125,0.000135632
2337,0.000762079,0.342857143,0.875,0.000228624
2338,0.001405612,0.290877797,0.875,0.000357754
2339,0,0,0,0
2340,0,0,0,0
2341,0,0,0,0
2342,0,0,0,0
2343,0.001608833,0.230075188,0.875,0.000323883
2344,0.001845925,0.24508519,0.875,0.000395858
2345,0,0,0,0
2346,0,0,0,0
2347,0,0,0,0
2348,0,0,0,0
2349,0,0,0,0
2350,0,0,0,0
2351,0.00196447,0.22044335,0.875,0.000378923
2352,0,0,0,0
2353,0.000389507,0.273291925,0.75,7.98E-05
2354,0.001422547,0.273809524,0.75,0.00029213
2355,0,0,0,0
2356,0.001117716,0.242424242,0.75,0.000203221
2357,0,0,0,0
2358,0,0,0,0
2359,0,0,0,0
2360,0,0,0,0
2361,0,0,0,0
2362,0,0,0,0
2363,0.000101611,0.142857143,0.6875,9.98E-06
2364,0.002506393,0.323359073,0.875,0.000709157
2365,0.002150756,0.244094488,0.875,0.000459364
2366,0,0,0,0
2367,0.000254026,0.238095238,0.6875,4.16E-05
2368,0.000254026,0.266666667,0.6875,4.66E-05
2369,0,0,0,0
2370,0,0,0,0
2371,0,0,0,0
2372,0.005402293,0.271831617,0.9375,0.001376732
2373,1.69E-05,0.142857143,0.5625,1.36E-06
2374,0.002269302,0.236673774,0.875,0.000469949
2375,0.000220156,0.241758242,0.6875,3.66E-05
2376,0,0,0,0
2377,0.000220156,0.263736264,0.6875,3.99E-05
2378,0,0,0,0
2379,0,0,0,0
2380,0,0,0,0
2381,0,0,0,0
2382,0,0,0,0
2383,0,0,0,0
2384,0,0,0,0
2385,0.000169351,0.257142857,0.75,3.27E-05
2386,0.000203221,0.261904762,0.75,3.99E-05
2387,0,0,0,0
2388,0.000524988,0.202764977,0.75,7.98E-05
2389,0.000592728,0.27755102,0.75,0.000123384
2390,0.00089756,0.20754717,0.75,0.000139715
2391,0.002167691,0.213169643,0.75,0.000346564
2392,0.000254026,0.171428571,0.75,3.27E-05
2393,0,0,0,0
2394,0,0,0,0
2395,0,0,0,0
2396,0.003979746,0.188449848,0.875,0.000656235
2397,1.69E-05,0.142857143,0.5625,1.36E-06
2398,0.000524988,0.244239631,0.8125,0.000104181
2399,0.00296364,0.249795918,0.9375,0.000694036
2400,1.69E-05,0.142857143,0.625,1.51E-06
2401,0.002150756,0.249718785,0.9375,0.000503516
2402,0.002133821,0.214285714,0.6875,0.000314358
2403,0.0009653,0.240601504,0.8125,0.000188705
2404,0.000220156,0.153846154,0.75,2.54E-05
2405,0.001693509,0.214285714,0.8125,0.000294852
2406,0.00292977,0.212221305,0.8125,0.00050518
2407,8.47E-05,0.2,0.8125,1.38E-05
2408,0.000101611,0.142857143,0.8125,1.18E-05
2409,0.006520009,0.238218924,0.9375,0.001456115
2410,0.004436993,0.315158124,0.875,0.00122356
2411,0,0,0,0
2412,0.003048316,0.207142857,0.875,0.000552507
2413,0.001676574,0.264069264,0.8125,0.000359719
2414,0,0,0,0
2415,0,0,0,0
2416,0,0,0,0
2417,0.011431184,0.22010582,0.9375,0.002358816
2418,3.39E-05,0.142857143,0.75,3.63E-06
2419,0.006181307,0.298238748,0.9375,0.001728286
2420,0.001676574,0.226551227,0.875,0.000332351
2421,0,0,0,0
2422,0.001016105,0.304761905,0.8125,0.000251607
2423,0.002489458,0.229348882,0.6875,0.000392531
2424,0.001253196,0.249034749,0.75,0.000234067
2425,0.000304832,0.166666667,0.8125,4.13E-05
2426,0,0,0,0
2427,0,0,0,0
2428,0,0,0,0
2429,0,0,0,0
2430,0.001304002,0.239332096,0.875,0.000273078
2431,0.000745144,0.266233766,0.8125,0.000161186
2432,0,0,0,0
2433,0.00286203,0.234995773,0.9375,0.00063053
2434,0.003573304,0.27014218,0.9375,0.000904969
2435,0,0,0,0
2436,0.000186286,0.233766234,0.6875,2.99E-05
2437,0.000203221,0.25,0.6875,3.49E-05
2438,0.001473353,0.21182266,0.75,0.000234067
2439,0,0,0,0
2440,0,0,0,0
2441,0,0,0,0
2442,0,0,0,0
2443,0,0,0,0
2444,0.001016105,0.273809524,0.75,0.000208664
2445,0,0,0,0
2446,0.000914495,0.232804233,0.75,0.000159674
2447,0,0,0,0
2448,0,0,0,0
2449,0,0,0,0
